id,bad,w_pct_cnt_to_black,w_app_cnt_m1,w_app_time_minus_update_time,w_cpa_rt_days,w_cpc_cnt_week_cv,w_cpc_mthly_call_02_cnt,w_be_not_familiar,w_d_7_cnt,w_cnt_applied_over_cnt_all,w_most_familiar_applied,w_d_30_cnt,w_rpt_org_m3
7618,0,0.050593938,0.033448676,-0.28968773,-0.09846067,0.008388903,0.133516041,-0.186296131,0.098940128,0.108872828,0.06111476,0.082506884,0.162955769
7640,0,0.050593938,0.033448676,-0.133867924,0.168365271,-0.190036537,-0.156092085,0.290523645,-0.086194664,0.214857769,-0.103970127,-0.21804462,-0.081371326
7738,0,0.050593938,0.301451979,0.02171007,0.168365271,0.008388903,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,0.082506884,0.162955769
7769,0,0.050593938,-0.248885013,-0.133867924,-0.019167012,-0.190036537,-0.156092085,0.290523645,-0.086194664,0.214857769,0.06111476,-0.061875188,-0.081371326
7720,0,0.050593938,0.301451979,0.132377357,0.168365271,0.008388903,0.133516041,0.290523645,0.098940128,0.214857769,-0.103970127,0.172905067,-0.081371326
7903,1,0.050593938,-0.114576736,-0.133867924,0.168365271,-0.190036537,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.082506884,-0.081371326
7913,0,-0.390181396,0.033448676,0.132377357,-0.019167012,0.008388903,-0.156092085,0.290523645,-0.086194664,-0.146480844,-0.103970127,-0.061875188,-0.081371326
7897,0,0.050593938,0.301451979,0.132377357,-0.019167012,-0.488645144,-0.156092085,-0.186296131,0.098940128,0.214857769,-0.103970127,0.172905067,-0.081371326
7945,1,-0.050609438,-0.114576736,-0.133867924,-0.019167012,0.008388903,0.133516041,0.070292526,-0.086194664,-0.146480844,0.06111476,-0.21804462,0.162955769
7948,0,0.050593938,-0.248885013,-0.28968773,-0.019167012,0.219471095,0.133516041,-0.186296131,-0.086194664,-0.146480844,-0.103970127,-0.061875188,-0.57493887
7951,0,-0.050609438,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.517209312
7967,0,0.050593938,-0.114576736,-0.28968773,-0.019167012,-0.190036537,-0.156092085,-0.186296131,-0.086194664,-0.057475643,0.06111476,-0.061875188,-0.081371326
7939,0,-0.390181396,0.301451979,-0.133867924,0.168365271,-0.190036537,-0.156092085,0.290523645,0.098940128,-0.146480844,-0.103970127,0.082506884,0.162955769
7982,1,0.050593938,-0.248885013,-0.133867924,0.168365271,0.008388903,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,-0.061875188,-0.081371326
7984,0,0.050593938,-0.248885013,-0.133867924,0.003989988,0.219471095,-0.156092085,0.290523645,-0.086194664,0.108872828,0.06111476,-0.061875188,-0.081371326
8002,0,0.050593938,0.033448676,-0.28968773,0.168365271,0.008388903,0.444287528,0.070292526,-0.086194664,0.214857769,0.06111476,0.082506884,0.162955769
8015,0,0.050593938,0.033448676,-0.133867924,0.003989988,0.219471095,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.082506884,-0.081371326
8037,0,0.050593938,-0.248885013,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
8055,0,0.050593938,0.301451979,-0.133867924,0.168365271,-0.190036537,-0.156092085,-0.13947193,0.098940128,0.214857769,0.06111476,-0.061875188,0.162955769
8054,0,-0.050609438,0.301451979,-0.133867924,-0.019167012,-0.190036537,-0.156092085,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.162955769
8076,1,0.050593938,-0.248885013,-0.133867924,0.168365271,-0.488645144,-0.156092085,-0.186296131,-0.086194664,0.108872828,0.06111476,-0.408212008,-0.57493887
8044,0,0.050593938,0.301451979,-0.28968773,-0.019167012,0.219471095,-0.156092085,0.290523645,0.098940128,0.108872828,0.06111476,0.082506884,-0.081371326
8114,0,0.050593938,0.033448676,-0.133867924,-0.019167012,0.008388903,-0.156092085,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,-0.081371326
8113,0,0.050593938,-0.738327125,-0.28968773,0.168365271,0.219471095,-0.156092085,0.070292526,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.57493887
8116,0,0.050593938,0.033448676,-0.133867924,-0.09846067,0.219471095,-0.156092085,-0.13947193,0.098940128,-0.146480844,0.06111476,-0.061875188,-0.081371326
8109,0,-0.050609438,-0.248885013,0.02171007,-0.019167012,0.219471095,0.133516041,0.070292526,0.098940128,0.108872828,-0.103970127,0.172905067,-0.081371326
8162,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,0.219471095,-0.156092085,0.070292526,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.081371326
8183,0,-0.050609438,0.301451979,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
8192,0,-0.050609438,0.033448676,-0.28968773,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
8170,0,-0.050609438,0.301451979,0.132377357,-0.019167012,0.219471095,0.133516041,0.070292526,0.098940128,0.108872828,-0.103970127,0.172905067,0.162955769
8210,0,0.050593938,0.301451979,-0.133867924,0.168365271,0.219471095,-0.156092085,0.070292526,-0.086194664,0.214857769,0.06111476,-0.21804462,0.162955769
8201,0,0.050593938,-0.248885013,-0.133867924,-0.019167012,0.219471095,-0.156092085,-0.186296131,0.098940128,0.108872828,0.06111476,0.172905067,-0.081371326
8227,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.070292526,-0.086194664,0.108872828,0.06111476,-0.408212008,-0.081371326
8205,1,0.050593938,0.301451979,0.256830669,-0.09846067,-0.190036537,-0.156092085,0.290523645,0.098940128,-0.146480844,-0.103970127,0.172905067,0.162955769
8293,0,0.050593938,-0.738327125,-0.133867924,0.168365271,0.219471095,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
8329,0,-0.050609438,-0.114576736,-0.133867924,-0.019167012,0.008388903,0.133516041,0.290523645,-0.690002775,-0.057475643,-0.103970127,-0.408212008,-0.081371326
8319,1,0.050593938,0.301451979,0.256830669,0.003989988,0.219471095,-0.156092085,-0.186296131,0.098940128,0.214857769,-0.554753012,0.172905067,0.162955769
8426,0,0.050593938,0.033448676,0.256830669,0.003989988,-0.190036537,-0.156092085,0.290523645,0.098940128,0.108872828,0.06111476,-0.21804462,0.162955769
8536,0,0.050593938,-0.114576736,-0.133867924,0.168365271,-0.190036537,-0.156092085,0.070292526,0.098940128,0.214857769,0.06111476,-0.21804462,-0.081371326
8509,0,0.050593938,0.301451979,0.256830669,0.168365271,0.008388903,-0.156092085,0.070292526,0.098940128,-0.057475643,-0.103970127,0.172905067,0.162955769
8538,0,0.050593938,-0.114576736,-0.133867924,0.168365271,0.219471095,-0.156092085,0.290523645,-0.086194664,0.214857769,0.06111476,-0.061875188,-0.081371326
8551,0,0.050593938,-0.439143824,-0.133867924,-0.09846067,0.219471095,-0.156092085,0.290523645,0.098940128,0.108872828,0.06111476,-0.061875188,-0.081371326
8560,0,-0.321613921,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.321613921,0.098940128,-0.321613921,-0.554753012,0.172905067,0.517209312
8605,0,0.050593938,-0.114576736,0.256830669,-0.019167012,0.219471095,0.444287528,0.070292526,0.098940128,0.108872828,-0.103970127,0.082506884,0.162955769
8633,0,-0.050609438,0.301451979,-0.133867924,-0.019167012,0.219471095,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,0.082506884,0.162955769
8675,0,0.050593938,-0.439143824,0.132377357,-0.019167012,0.219471095,0.133516041,0.070292526,0.098940128,0.108872828,-0.103970127,0.082506884,-0.081371326
8672,0,0.050593938,0.033448676,0.132377357,-0.09846067,-0.190036537,-0.156092085,0.290523645,0.098940128,0.108872828,-0.103970127,0.172905067,-0.081371326
8693,0,0.050593938,0.301451979,-0.28968773,0.168365271,0.219471095,0.133516041,0.070292526,0.098940128,0.108872828,-0.103970127,0.172905067,-0.081371326
8691,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,-0.190036537,-0.156092085,-0.186296131,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.57493887
8706,1,-0.050609438,0.033448676,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.162955769
8713,1,0.050593938,-0.738327125,0.132377357,-0.019167012,0.219471095,-0.156092085,-0.13947193,0.098940128,-0.146480844,0.06111476,0.172905067,-0.57493887
8712,0,0.050593938,-0.248885013,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.070292526,-0.086194664,-0.146480844,-0.103970127,0.082506884,-0.081371326
8734,1,0.050593938,0.301451979,0.132377357,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
8731,1,-0.050609438,-0.114576736,-0.133867924,-0.019167012,0.008388903,0.133516041,-0.186296131,-0.690002775,-0.146480844,-0.103970127,-0.408212008,-0.081371326
8740,0,0.050593938,-0.738327125,-0.133867924,-0.019167012,0.008388903,-0.156092085,0.070292526,0.098940128,-0.057475643,-0.103970127,-0.061875188,-0.081371326
8773,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,0.219471095,-0.156092085,0.070292526,-0.690002775,0.214857769,0.06111476,-0.408212008,-0.081371326
8784,0,0.050593938,0.033448676,-0.28968773,-0.019167012,-0.190036537,-0.156092085,-0.186296131,-0.086194664,0.108872828,0.06111476,-0.21804462,-0.081371326
8819,0,0.050593938,0.033448676,0.132377357,-0.019167012,0.219471095,-0.156092085,0.290523645,-0.086194664,0.214857769,-0.103970127,-0.061875188,0.162955769
8848,1,-0.050609438,0.301451979,-0.28968773,-0.09846067,0.008388903,-0.156092085,-0.186296131,-0.086194664,-0.146480844,0.06111476,-0.061875188,0.162955769
7470,0,-0.050609438,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.517209312
8856,0,0.050593938,-0.248885013,0.132377357,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,-0.57493887
8906,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,-0.488645144,-0.156092085,0.290523645,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.081371326
8905,1,0.050593938,-0.248885013,0.02171007,-0.019167012,0.219471095,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,-0.21804462,-0.081371326
8893,0,0.050593938,0.301451979,0.132377357,0.168365271,0.219471095,0.444287528,0.290523645,0.098940128,0.108872828,-0.103970127,0.172905067,0.162955769
8936,0,0.050593938,0.301451979,0.132377357,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
8963,0,0.050593938,-0.114576736,0.132377357,-0.019167012,0.219471095,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,-0.081371326
8976,0,0.050593938,0.301451979,0.132377357,-0.019167012,-0.190036537,0.133516041,0.070292526,0.098940128,-0.057475643,-0.103970127,-0.061875188,0.162955769
9000,1,-0.390181396,0.301451979,0.132377357,0.168365271,-0.190036537,0.133516041,0.070292526,0.098940128,-0.146480844,-0.103970127,0.172905067,0.162955769
9078,0,0.050593938,0.033448676,-0.28968773,-0.019167012,0.008388903,-0.156092085,0.290523645,-0.086194664,0.108872828,-0.103970127,-0.061875188,-0.081371326
9071,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,0.219471095,0.133516041,0.290523645,-0.690002775,0.108872828,-0.103970127,-0.21804462,-0.081371326
9120,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.070292526,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.081371326
9140,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,-0.488645144,-0.156092085,-0.13947193,-0.086194664,0.214857769,0.06111476,-0.21804462,-0.081371326
9152,0,0.050593938,-0.248885013,-0.133867924,-0.019167012,-0.488645144,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,-0.408212008,-0.081371326
9115,0,-0.050609438,0.301451979,0.132377357,-0.019167012,0.219471095,-0.156092085,-0.13947193,0.098940128,0.214857769,0.06111476,0.082506884,0.162955769
9179,1,0.050593938,0.033448676,0.256830669,0.168365271,0.219471095,-0.156092085,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
9202,0,0.050593938,-0.114576736,-0.28968773,-0.019167012,0.219471095,0.444287528,0.070292526,-0.690002775,-0.057475643,-0.103970127,-0.21804462,-0.081371326
9250,0,-0.050609438,0.033448676,-0.133867924,-0.09846067,-0.488645144,0.444287528,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.082506884,0.162955769
9312,1,0.050593938,-0.439143824,-0.28968773,-0.019167012,0.219471095,-0.156092085,-0.186296131,-0.690002775,0.214857769,0.06111476,-0.408212008,-0.081371326
9292,0,0.050593938,0.033448676,0.256830669,-0.019167012,0.219471095,0.133516041,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,0.162955769
9290,0,0.050593938,-0.439143824,-0.28968773,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,0.214857769,0.06111476,-0.408212008,-0.57493887
9362,1,0.050593938,-0.114576736,-0.28968773,0.168365271,-0.190036537,-0.156092085,-0.13947193,-0.086194664,-0.146480844,0.06111476,0.082506884,-0.081371326
9352,0,0.050593938,0.301451979,0.02171007,-0.019167012,-0.190036537,-0.156092085,0.070292526,0.098940128,0.214857769,0.06111476,0.082506884,0.162955769
9370,0,0.050593938,-0.738327125,-0.28968773,0.168365271,0.219471095,0.444287528,0.290523645,-0.690002775,0.108872828,-0.103970127,-0.408212008,-0.57493887
9385,0,0.050593938,-0.248885013,-0.133867924,-0.09846067,0.219471095,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,-0.57493887
9381,0,0.050593938,0.301451979,0.132377357,-0.019167012,0.219471095,-0.156092085,0.290523645,0.098940128,-0.146480844,0.06111476,-0.061875188,0.162955769
9503,0,0.050593938,0.301451979,-0.133867924,0.168365271,-0.488645144,-0.156092085,0.290523645,0.098940128,0.108872828,0.06111476,-0.061875188,0.162955769
9459,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,-0.488645144,-0.156092085,0.070292526,-0.086194664,0.108872828,0.06111476,0.082506884,-0.081371326
9534,0,0.050593938,0.301451979,0.256830669,-0.019167012,-0.190036537,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,0.172905067,-0.081371326
9520,0,-0.050609438,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.517209312
9585,0,0.050593938,-0.738327125,-0.28968773,0.168365271,-0.190036537,-0.156092085,0.070292526,-0.086194664,0.214857769,-0.103970127,-0.408212008,-0.57493887
9208,1,-0.050609438,-0.738327125,-0.28968773,-0.09846067,-0.190036537,-0.156092085,-0.186296131,-0.690002775,-0.146480844,0.06111476,-0.21804462,-0.57493887
9600,0,0.050593938,0.033448676,0.256830669,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
9620,0,0.050593938,0.301451979,-0.133867924,0.168365271,0.219471095,0.444287528,0.290523645,0.098940128,0.108872828,0.06111476,0.082506884,0.162955769
9649,0,0.050593938,0.033448676,-0.28968773,-0.019167012,0.219471095,0.133516041,-0.186296131,-0.690002775,0.108872828,0.06111476,-0.061875188,-0.57493887
9671,0,-0.390181396,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.517209312
9704,1,0.050593938,0.033448676,0.256830669,-0.09846067,-0.190036537,0.133516041,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
9711,0,0.050593938,0.033448676,0.256830669,-0.019167012,0.219471095,0.133516041,0.290523645,0.098940128,-0.057475643,-0.103970127,0.172905067,-0.081371326
9721,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,0.008388903,-0.156092085,-0.13947193,-0.690002775,0.214857769,-0.103970127,-0.408212008,-0.57493887
9742,0,0.050593938,-0.439143824,-0.28968773,-0.09846067,-0.190036537,-0.156092085,-0.186296131,-0.086194664,0.214857769,0.06111476,-0.061875188,-0.57493887
9754,1,0.050593938,0.033448676,0.02171007,0.168365271,-0.190036537,-0.156092085,0.070292526,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
9756,1,-0.050609438,-0.439143824,-0.28968773,-0.019167012,0.008388903,-0.156092085,-0.13947193,-0.690002775,0.108872828,0.06111476,-0.061875188,-0.081371326
9710,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,-0.190036537,-0.156092085,-0.13947193,0.098940128,0.108872828,0.06111476,-0.061875188,-0.081371326
9773,1,-0.050609438,0.301451979,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.082506884,0.162955769
9794,0,0.050593938,-0.248885013,-0.133867924,-0.019167012,0.008388903,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
9800,0,-0.050609438,-0.439143824,0.02171007,-0.019167012,0.008388903,0.133516041,0.070292526,-0.086194664,-0.057475643,0.06111476,-0.061875188,-0.57493887
9809,0,0.050593938,0.301451979,-0.133867924,-0.019167012,-0.488645144,-0.156092085,0.070292526,-0.086194664,-0.057475643,-0.103970127,-0.21804462,0.162955769
9835,0,0.050593938,0.301451979,-0.133867924,0.168365271,0.219471095,0.133516041,0.290523645,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
9848,0,-0.050609438,0.301451979,0.256830669,-0.09846067,-0.488645144,-0.156092085,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,0.162955769
9865,0,0.050593938,0.033448676,-0.133867924,0.168365271,0.008388903,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.082506884,-0.081371326
9866,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,-0.488645144,-0.156092085,0.070292526,-0.086194664,0.108872828,-0.103970127,-0.061875188,-0.081371326
9886,0,0.050593938,0.301451979,0.132377357,0.168365271,0.219471095,0.444287528,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,-0.57493887
9894,0,-0.050609438,-0.738327125,-0.28968773,-0.09846067,-0.190036537,-0.156092085,-0.13947193,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.57493887
9870,0,-0.050609438,0.033448676,-0.133867924,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.082506884,0.162955769
9921,0,0.050593938,0.301451979,-0.28968773,0.168365271,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,-0.081371326
9952,0,0.050593938,0.033448676,0.132377357,-0.09846067,0.219471095,-0.156092085,0.070292526,0.098940128,-0.146480844,0.06111476,0.172905067,-0.081371326
9973,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,0.219471095,0.133516041,0.070292526,0.098940128,0.108872828,0.06111476,0.082506884,-0.081371326
9989,0,0.050593938,0.301451979,-0.133867924,-0.019167012,0.008388903,-0.156092085,-0.186296131,0.098940128,0.214857769,0.06111476,0.172905067,0.162955769
10012,0,0.050593938,-0.114576736,-0.133867924,-0.019167012,0.008388903,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,-0.061875188,-0.081371326
10035,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.070292526,-0.086194664,0.108872828,0.06111476,-0.21804462,-0.081371326
10057,0,0.050593938,-0.439143824,-0.133867924,-0.019167012,-0.190036537,-0.156092085,-0.13947193,-0.690002775,-0.146480844,0.06111476,-0.21804462,-0.081371326
10061,0,0.050593938,0.301451979,0.132377357,-0.019167012,-0.190036537,-0.156092085,-0.13947193,0.098940128,-0.057475643,0.06111476,0.172905067,0.162955769
10053,0,0.050593938,0.033448676,0.132377357,-0.019167012,0.008388903,-0.156092085,0.290523645,0.098940128,0.108872828,0.06111476,0.082506884,-0.081371326
10095,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,-0.190036537,-0.156092085,-0.13947193,-0.086194664,-0.146480844,0.06111476,0.082506884,-0.57493887
10099,0,0.050593938,0.033448676,0.132377357,-0.019167012,-0.488645144,-0.156092085,-0.13947193,0.098940128,0.108872828,0.06111476,0.172905067,-0.081371326
10118,1,0.050593938,0.301451979,0.132377357,0.168365271,0.219471095,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,-0.081371326
10122,0,0.050593938,-0.114576736,0.256830669,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.057475643,-0.103970127,0.172905067,-0.57493887
10157,0,0.050593938,-0.439143824,-0.28968773,-0.019167012,0.219471095,-0.156092085,0.070292526,-0.086194664,0.108872828,-0.103970127,-0.408212008,-0.081371326
10152,0,0.050593938,-0.439143824,0.02171007,-0.019167012,-0.190036537,-0.156092085,0.070292526,0.098940128,0.214857769,0.06111476,-0.061875188,0.162955769
10174,0,-0.050609438,0.033448676,-0.28968773,-0.019167012,0.008388903,-0.156092085,-0.186296131,-0.690002775,-0.146480844,-0.103970127,-0.21804462,0.162955769
10169,1,0.050593938,0.301451979,-0.133867924,0.168365271,0.219471095,-0.156092085,-0.13947193,0.098940128,0.108872828,0.06111476,0.172905067,0.162955769
10188,0,0.050593938,-0.439143824,0.02171007,-0.019167012,0.219471095,0.133516041,-0.13947193,0.098940128,0.214857769,-0.103970127,-0.061875188,-0.081371326
10200,0,-0.050609438,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.517209312
10191,0,0.050593938,0.301451979,0.256830669,-0.019167012,-0.190036537,-0.156092085,-0.13947193,0.098940128,0.214857769,-0.103970127,0.172905067,-0.081371326
10300,0,0.050593938,0.301451979,-0.133867924,-0.019167012,0.219471095,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,-0.061875188,-0.081371326
10353,0,-0.050609438,0.033448676,-0.28968773,-0.019167012,-0.488645144,-0.156092085,0.070292526,-0.086194664,-0.146480844,0.06111476,-0.061875188,-0.081371326
10352,0,0.050593938,0.033448676,0.02171007,0.168365271,-0.190036537,-0.156092085,-0.186296131,0.098940128,0.108872828,0.06111476,0.172905067,-0.081371326
10382,0,0.050593938,-0.114576736,-0.28968773,-0.019167012,0.219471095,-0.156092085,0.290523645,-0.086194664,0.214857769,0.06111476,0.082506884,-0.081371326
10413,0,-0.390181396,0.301451979,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.172905067,0.162955769
10401,0,0.050593938,-0.738327125,-0.28968773,0.168365271,-0.190036537,-0.156092085,-0.186296131,-0.086194664,0.214857769,0.06111476,-0.408212008,-0.57493887
10434,1,-0.050609438,-0.248885013,-0.133867924,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,-0.408212008,-0.081371326
10441,0,0.050593938,0.301451979,0.132377357,-0.09846067,-0.190036537,0.133516041,0.070292526,-0.690002775,0.108872828,-0.103970127,-0.061875188,-0.081371326
10452,1,0.050593938,-0.738327125,-0.28968773,-0.09846067,-0.190036537,-0.156092085,0.070292526,-0.690002775,0.108872828,0.06111476,-0.408212008,-0.081371326
10467,0,-0.050609438,0.517209312,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,0.06111476,0.172905067,0.517209312
10487,0,0.050593938,0.033448676,0.132377357,-0.019167012,-0.488645144,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,0.162955769
10516,0,0.050593938,-0.248885013,0.132377357,0.168365271,0.219471095,-0.156092085,0.070292526,0.098940128,0.214857769,-0.103970127,0.082506884,0.162955769
10525,0,0.050593938,0.033448676,0.132377357,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,0.214857769,0.06111476,0.082506884,-0.081371326
10528,0,0.050593938,-0.248885013,-0.28968773,-0.019167012,-0.190036537,-0.156092085,-0.186296131,-0.690002775,-0.146480844,0.06111476,-0.061875188,-0.081371326
10550,0,0.050593938,0.033448676,0.02171007,0.168365271,-0.488645144,-0.156092085,-0.186296131,0.098940128,0.214857769,0.06111476,0.082506884,-0.081371326
10561,0,0.050593938,0.033448676,-0.28968773,0.168365271,-0.190036537,-0.156092085,0.070292526,-0.086194664,0.214857769,0.06111476,0.082506884,-0.081371326
10564,0,0.050593938,0.301451979,-0.133867924,-0.019167012,-0.488645144,-0.156092085,0.290523645,0.098940128,0.214857769,-0.103970127,0.082506884,-0.57493887
10571,0,0.050593938,0.301451979,0.132377357,-0.019167012,0.219471095,-0.156092085,-0.186296131,0.098940128,-0.057475643,-0.103970127,0.172905067,0.162955769
10585,0,0.050593938,-0.248885013,0.02171007,-0.019167012,0.219471095,-0.156092085,0.070292526,-0.086194664,0.108872828,0.06111476,-0.408212008,-0.57493887
10592,0,0.050593938,0.301451979,0.02171007,-0.019167012,0.008388903,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,-0.21804462,0.162955769
10658,0,-0.321613921,0.301451979,0.277022227,0.003989988,0.277022227,0.277022227,-0.321613921,0.098940128,-0.321613921,-0.554753012,0.172905067,0.162955769
10641,0,-0.050609438,0.301451979,0.256830669,-0.019167012,-0.190036537,-0.156092085,0.290523645,0.098940128,0.108872828,-0.103970127,0.172905067,0.162955769
10657,0,-0.321613921,0.301451979,-0.133867924,-0.09846067,0.008388903,-0.156092085,-0.321613921,0.098940128,-0.321613921,-0.554753012,0.172905067,0.162955769
10700,0,0.050593938,0.301451979,0.132377357,-0.09846067,-0.190036537,-0.156092085,-0.186296131,0.098940128,0.108872828,0.06111476,0.172905067,0.162955769
10708,1,-0.050609438,0.301451979,0.277022227,0.003989988,0.277022227,0.277022227,-0.186296131,0.098940128,-0.146480844,-0.103970127,0.082506884,0.162955769
10745,0,0.050593938,0.033448676,-0.133867924,0.168365271,0.219471095,0.133516041,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,-0.081371326
10793,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,0.008388903,0.133516041,0.290523645,0.098940128,0.108872828,0.06111476,-0.21804462,-0.57493887
10849,1,0.050593938,-0.248885013,-0.133867924,-0.019167012,-0.190036537,-0.156092085,0.070292526,0.098940128,0.108872828,0.06111476,0.082506884,-0.57493887
10854,0,0.050593938,0.301451979,-0.28968773,-0.019167012,0.219471095,0.444287528,0.290523645,0.098940128,-0.146480844,0.06111476,0.172905067,-0.081371326
10874,0,-0.050609438,0.301451979,0.256830669,-0.09846067,-0.488645144,-0.156092085,-0.186296131,0.098940128,-0.146480844,0.06111476,0.082506884,0.162955769
10904,0,0.050593938,-0.248885013,0.132377357,-0.09846067,0.008388903,-0.156092085,0.290523645,0.098940128,0.214857769,0.06111476,0.172905067,-0.081371326
10935,0,0.050593938,-0.738327125,-0.28968773,0.168365271,0.008388903,-0.156092085,0.290523645,-0.086194664,0.108872828,0.06111476,-0.408212008,-0.081371326
10952,0,0.050593938,-0.738327125,-0.28968773,-0.019167012,-0.190036537,-0.156092085,0.070292526,-0.690002775,-0.146480844,0.06111476,-0.408212008,-0.081371326
10958,0,0.050593938,-0.114576736,0.02171007,0.168365271,0.008388903,-0.156092085,0.070292526,0.098940128,0.214857769,0.06111476,-0.061875188,-0.081371326
