train_id,score,config/epochs,config/learning_rate,config/momentum,config/batch_size
3,0.64,10,0.00036125663608934,0.964744778322628,16
2,0.6,10,0.0017369940379940707,0.9535854302672174,16
1,0.43,10,0.0069010499996780775,0.9287955241769997,16
